	target	text	sentiment
332	LOCATION2	Great places are LOCATION2 and LOCATION1	1
333	LOCATION1	Having been born in LOCATION1 I can appreciate your reluctance	-1
334	LOCATION2	Having said that , though , the LOCATION1 is lovely and I lived in LOCATION2 which was also really nice	1
335	LOCATION1	Having said that , though , the LOCATION1 is lovely and I lived in LOCATION2 which was also really nice	1
336	LOCATION1	Here 's a good guide to walks , with information - and it 's free , with articles and history to read about : LOCATION1 is still charming , and Katherine Parr lived here with her husband Thomas Seymour , where he `` played '' with the young Princess Elizabeth	1
337	LOCATION1	Hope I helped LOCATION1 is a nice area with that sort of thing	1
338	LOCATION1	However , LOCATION1 is a really nice borough	1
339	LOCATION1	However many people do exagerate what its like in LOCATION1, i used to live there and i went out everynight in the dark coming back from work byh myself, and i was absoloutly fine	1
340	LOCATION2	However perhaps you would feel LOCATION1 or LOCATION2 to be more appropriate 	1
341	LOCATION1	However perhaps you would feel LOCATION1 or LOCATION2 to be more appropriate 	1
342	LOCATION1	I 'd say , if you have enough money , LOCATION1 is actually really lovely	1
343	LOCATION1	I 'm not sure about the pubs or whether the people living there are mainly single or not though LOCATION1 is fine	1
344	LOCATION1	I 've heard LOCATION1 in LOCATION2 is n't bad either	1
345	LOCATION1	I 've heard LOCATION1 is a bit chavvy ( sorry if you are from there and it 's not true	-1
346	LOCATION1	I LOVE LOCATION1	1
347	LOCATION1	I Live in LOCATION1 which is close to the center of town and is very nice in my opinion	1
348	LOCATION1	I agree LOCATION1 is good	1
349	LOCATION1	I agree with other poster - LOCATION1 is a lovely part of town with gorgeous restaurants	1
350	LOCATION1	I agree with the above answer in avoiding  LOCATION1 areas	-1
351	LOCATION1	I also like LOCATION1	1
352	LOCATION1	I also think LOCATION2 and LOCATION1 are nice and safe , the latter a bit less expensive than S	1
353	LOCATION2	I also think LOCATION2 and LOCATION1 are nice and safe , the latter a bit less expensive than S	1
354	LOCATION1	I also went to see LOCATION1 but it's a bit run down and doesn't look so nice either	1
355	LOCATION2	I also went to see some flats in cheaper areas such as LOCATION1 and LOCATION2 - biggest dumps I've ever seen  and very ghetto'y feel 	-1
356	LOCATION1	I also went to see some flats in cheaper areas such as LOCATION1 and LOCATION2 - biggest dumps I've ever seen  and very ghetto'y feel 	-1
357	LOCATION1	I always sing the praises of the east - LOCATION1 is great	1
358	LOCATION1	I am no fan of LOCATION1 	-1
359	LOCATION1	I am sure you will enjoy living in LOCATION1, I have lived here most of my adult life and think it's a great place  The borough of LOCATION1 is  overall a nice, friendly area	1
360	LOCATION1	I am told LOCATION1 has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs	-1
361	LOCATION1	I did live in LOCATION1 for a year or so and found it to be a very comfortable area	1
362	LOCATION1	I did love LOCATION1 and would have stayed if I'd been able to afford to rent there but some of the prices are just silly	1
363	LOCATION1	I don't like LOCATION1 - It's always ramo  	-1
364	LOCATION2	I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas	-1
365	LOCATION1	I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas	-1
366	LOCATION1	I have a friend who lived in LOCATION1 , and it was full of drug dealers, so stay away from Central LOCATION1	-1
367	LOCATION1	I have lived in LOCATION1 for the past six years and love it here	1
368	LOCATION1	I have never been back to LOCATION1, it is an absolutely horrible area, and I won't be returning in a hurry 	-1
369	LOCATION2	I heard that LOCATION1 is more residental and not a fun place to leave , all the fun is in LOCATION2	1
370	LOCATION1	I heard that LOCATION1 is more residental and not a fun place to leave , all the fun is in LOCATION2	-1
371	LOCATION1	I heard that LOCATION1 was ok but the problem is that I can not find student hostels around there	1
372	LOCATION1	I know people like LOCATION1, and I used to like going out there while I was at university	1
373	LOCATION1	I like  LOCATION2, LOCATION1	1
374	LOCATION2	I like  LOCATION2, LOCATION1	1
375	LOCATION2	I like LOCATION1 and LOCATION2 	1
376	LOCATION1	I like LOCATION1 and LOCATION2 	1
377	LOCATION1	I like LOCATION1 because it's clean and not overly populated like the area I live in	1
378	LOCATION1	I like LOCATION1 myself	1
379	LOCATION1	I like leafy LOCATION1	1
380	LOCATION2	I like many places in London, I would choose somewhere like LOCATION1 or LOCATION2  	1
381	LOCATION1	I like many places in London, I would choose somewhere like LOCATION1 or LOCATION2  	1
382	LOCATION1	I like the LOCATION1 too  view this page , maybe can help you:  Good Lucky	1
383	LOCATION1	I live in LOCATION1 and I believe its got everything you're looking for	1
384	LOCATION1	I live in LOCATION1 and I like it very much	1
385	LOCATION1	I live in LOCATION1 at the moment, which is lovely, and there are a lot of foreign people who choose to move here	1
386	LOCATION1	I live in LOCATION1 in north it is quite brilliant that is where you want to be 	1
387	LOCATION1	I live in LOCATION1 which I love which is not much more central, but is a hell of a lot busier with tourists	1
388	LOCATION1	I live in LOCATION1 which is the pits	-1
389	LOCATION1	I live in LOCATION1, Herts and a one bed flat is around 700-800 a month,it's a nice area too	1
390	LOCATION1	I live in LOCATION1, and  I wouldn't advice you to consider it	-1
391	LOCATION1	I live in LOCATION1, and is the best place in London as far as I am concerned 	1
392	LOCATION1	I live in LOCATION1, and it's great there	1
393	LOCATION1	I live in LOCATION1, which is considered bad, but the people that live there will not go into LOCATION2 at night  y	-1
394	LOCATION1	I live in LOCATION1, which is considered one of the better areas - and I've been mugged twice 	1
395	LOCATION1	I live in London, i hope you realise that LOCATION1 is one of the most run down areas of London and it is home to the most notorious estate in the UK	-1
396	LOCATION1	I live on the edge of LOCATION1, so have great access to green spaces, outdoor swimming, local/independent shops and cafes, plus a generally nice, safe neighbourhood	1
397	LOCATION1	I lived and worked in a very poor area of London called LOCATION1  it's fill of social problems	-1
398	LOCATION1	I love LOCATION1	1
399	LOCATION1	I love LOCATION1, its such a great place to spend the day, wandering around the shops and stalls and in the end you will end up buying something	1
400	LOCATION1	I love going to LOCATION1	1
401	LOCATION1	I love it around LOCATION1  	1
402	LOCATION1	I loved LOCATION1 when I lived there, good shops, restaurants and pubs  Both LOCATION2 and LOCATION1 have excellent public transport	1
403	LOCATION1	I must say though, if you want some really nice south of the Thames, check out LOCATION2 and LOCATION1	1
404	LOCATION2	I must say though, if you want some really nice south of the Thames, check out LOCATION2 and LOCATION1	1
405	LOCATION1	I now live in LOCATION1 and much prefer it At the moment I live in LOCATION1	1
406	LOCATION1	I only lived in LOCATION1 for a month but really liked the area	1
407	LOCATION1	I particularly like LOCATION1	1
408	LOCATION2	I personally would never live in LOCATION2 or LOCATION1 because they are too dirty	-1
409	LOCATION1	I personally would never live in LOCATION2 or LOCATION1 because they are too dirty	-1
410	LOCATION1	I rather like LOCATION1	1
411	LOCATION1	I really like LOCATION1 and that kind of area, but it's very expensive 	1
412	LOCATION2	I really only know to stay away from LOCATION1 and LOCATION2	-1
413	LOCATION1	I really only know to stay away from LOCATION1 and LOCATION2	-1
414	LOCATION1	I reccomend that you look for somewhere in LOCATION2 or in LOCATION1	1
415	LOCATION2	I reccomend that you look for somewhere in LOCATION2 or in LOCATION1	1
416	LOCATION2	I say LOCATION1 is n't the best place but , LOCATION2 is a very nice quite area	1
417	LOCATION1	I say LOCATION1 is n't the best place but , LOCATION2 is a very nice quite area	-1
418	LOCATION1	I spent over four years studying, living and working in LOCATION1 and loved every minute  	1
419	LOCATION2	I think LOCATION1 or even LOCATION2 are much better	1
420	LOCATION1	I think LOCATION1 or even LOCATION2 are much better	1
421	LOCATION1	I think LOCATION1's not that bad an area   it's probably less rough than LOCATION1 	1
422	LOCATION2	I think LOCATION1/LOCATION2 is a great area	1
423	LOCATION1	I think LOCATION1/LOCATION2 is a great area	1
424	LOCATION2	I think LOCATION2 is better but then I'm prejudiced LOCATION1 is one of the most expensive areas in London	1
425	LOCATION1	I think LOCATION2's an ok place too  LOCATION1 is nicest of those areas	1
426	LOCATION2	I think LOCATION2's an ok place too  LOCATION1 is nicest of those areas	1
427	LOCATION1	I think the LOCATION2/LOCATION1 area would be absolutely perfect for you	1
428	LOCATION2	I think the LOCATION2/LOCATION1 area would be absolutely perfect for you	1
429	LOCATION1	I think this is influenced by big swathes of northwest LOCATION1 (covered by SM1) being endless utilitarian residential streets with precious few green spaces nor natural features to enhance the landscape	-1
430	LOCATION1	I used to live in LOCATION1 and I liked it	1
431	LOCATION2	I used to live in LOCATION1 and LOCATION2, I had no problems	1
432	LOCATION1	I used to live in LOCATION1 and LOCATION2, I had no problems	1
433	LOCATION1	I used to live on LOCATION1 Road and to be honest it was the nicest, most fun place ever	1
434	LOCATION1	I was in LOCATION1 this weekend and parts around there are gorgeous	1
435	LOCATION1	I was not to keen on LOCATION1 at all  	-1
436	LOCATION1	I was told LOCATION1 was good	1
437	LOCATION1	I would definitely recommend LOCATION1	1
438	LOCATION1	I would go for LOCATION1 myself though if you can afford it	1
439	LOCATION2	I would have said LOCATION2 and LOCATION1 are obviously very nice, but hardly affordable	1
440	LOCATION1	I would have said LOCATION2 and LOCATION1 are obviously very nice, but hardly affordable	1
441	LOCATION1	I would look at LOCATION1	1
442	LOCATION1	I would n't want to live in either , but LOCATION1 has some nice houses being build along the canal and the Olympics will force the council to improve matters further	1
443	LOCATION1	I would pick LOCATION1	1
444	LOCATION1	I would prob have to say that LOCATION1 is nicer - LOCATION2 is too boxy 	1
445	LOCATION1	I would put in a good word for LOCATION1 though	1
446	LOCATION1	I would recommend LOCATION2 or LOCATION1	1
447	LOCATION2	I would recommend LOCATION2 or LOCATION1	1
448	LOCATION1	I would recommend a suburb called LOCATION1, as it has a Thames link Line and a large underground station making transport very convenient	1
449	LOCATION1	I would recommend either LOCATION1 or LOCATION2 as an alternative	1
450	LOCATION2	I would recommend either LOCATION1 or LOCATION2 as an alternative	1
451	LOCATION1	I would say LOCATION1 ( brondesbury park ) is definitely an ideal place	1
452	LOCATION1	I would say LOCATION1 but it's so expensive	1
453	LOCATION1	I would say LOCATION1, but being one of the nicer areas from your list the housing will be really expensive 	1
454	LOCATION1	I would say somewhere like LOCATION1 or LOCATION2	1
455	LOCATION2	I would say somewhere like LOCATION1 or LOCATION2	1
456	LOCATION1	I would suggest LOCATION1	1
457	LOCATION1	I would suggest LOCATION1, West London	1
458	LOCATION1	I would suggest LOCATION2, LOCATION1	1
459	LOCATION2	I would suggest LOCATION2, LOCATION1	1
460	LOCATION1	I would suggest living in LOCATION1 itself which is a very pleasant area	1
461	LOCATION1	I would suggest that you consider smaller cities like LOCATION1, i looked at some pictures and i think its gorgeous:)	1
462	LOCATION1	I''ve been only in the west part and I read that LOCATION2/LOCATION1 is becoming popular and trendy among youths, isn't it	1
463	LOCATION2	I''ve been only in the west part and I read that LOCATION2/LOCATION1 is becoming popular and trendy among youths, isn't it	1
464	LOCATION1	I'D go for LOCATION1, if I were YOU	1
465	LOCATION2	I'd avoid LOCATION1 and LOCATION2 - they're not too nice	-1
466	LOCATION1	I'd avoid LOCATION1 and LOCATION2 - they're not too nice	-1
467	LOCATION1	I'd avoid nearby LOCATION1 though	-1
468	LOCATION1	I'd certainly prefer LOCATION1 to LOCATION1 	1
469	LOCATION1	I'd recommend LOCATION1 - you should be able to get, a least, a reasonably sized studio, or one-bedroom flat for that price around there	1
470	LOCATION1	I'd recommend LOCATION1 in particular, which is near LOCATION1 and feels very safe	1
471	LOCATION2	I'd recommend LOCATION1, LOCATION2	1
472	LOCATION1	I'd recommend LOCATION1, LOCATION2	1
473	LOCATION1	I'd say LOCATION1 or LOCATION2 would be the best areas within easy reach 	1
474	LOCATION2	I'd say LOCATION1 or LOCATION2 would be the best areas within easy reach 	1
475	LOCATION1	I'd stay away from LOCATION1 at all costs as the transport is rubbish 	-1
476	LOCATION1	I'd suggest looking at LOCATION2 or LOCATION1  Good website is gumtree	1
477	LOCATION2	I'd suggest looking at LOCATION2 or LOCATION1  Good website is gumtree	1
478	LOCATION2	I'll go to LOCATION1, particularly LOCATION2	1
479	LOCATION1	I'll go to LOCATION1, particularly LOCATION2	1
480	LOCATION1	I'm a fan of LOCATION1 though	1
481	LOCATION1	I'm living in LOCATION1 at the moment and am extremely unhappy ,  the area is a bit scary at night and need to move asap	-1
482	LOCATION1	I'm mounique I'm 14 and live in LOCATION1 in London, It is a deprived area and high in crime, there is massive gangs around who cause trouble	-1
