	Unnamed: 0	target	text	sentiment	target_text
515	515	LOCATION1	Inner suburbs like LOCATION1 and LOCATION2 are also worth considering especially if you plan to go out at night and want a taxi ride home that wo n't cost a fortune	1	Inner suburbs like LOCATION1 and LOCATION2 are also worth considering especially if you plan to go out at night and want a taxi ride home that wo n't cost a fortune [SEP] LOCATION1
5276	3220	price	The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	1	The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like. [SEP] price
5731	3675	sushi	The sushi is average and the prices are anything but.	0	The sushi is average and the prices are anything but. [SEP] sushi
2396	340	Keynote	There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.	0	There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc. [SEP] Keynote
652	652	LOCATION1	LOCATION1 is an up and coming place,quite expensive and is not in the rough part of the LOCATION2 	1	LOCATION1 is an up and coming place,quite expensive and is not in the rough part of the LOCATION2  [SEP] LOCATION1
5099	3043	meal	Salads are a delicious way to begin the meal.	1	Salads are a delicious way to begin the meal. [SEP] meal
1074	1074	LOCATION1	Well yes, if you can afford to live in LOCATION1 then it would be great but very very expensive	1	Well yes, if you can afford to live in LOCATION1 then it would be great but very very expensive [SEP] LOCATION1
1219	1219	LOCATION1	I have lived in big cities before so will not be shocked by a lot of stuff , just wanted to get a feel for the okayish places LOCATION1 is good , its close enough to the London but far enough to be away from too much of the noise and action if you end up in a coucil estate they are n't actually too bad , it 's quiet family based , if you are able to have the attitude of i shut my front door i shut everyone and everything else out you 'll be fine	1	I have lived in big cities before so will not be shocked by a lot of stuff , just wanted to get a feel for the okayish places LOCATION1 is good , its close enough to the London but far enough to be away from too much of the noise and action if you end up in a coucil estate they are n't actually too bad , it 's quiet family based , if you are able to have the attitude of i shut my front door i shut everyone and everything else out you 'll be fine [SEP] LOCATION1
2248	192	trackpad	On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.	-1	On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad. [SEP] trackpad
1292	1292	LOCATION2	LOCATION1 is a better area after LOCATION2	1	LOCATION1 is a better area after LOCATION2 [SEP] LOCATION2
2356	300	clicking buttons	The screen is a little glary, and I hated the clicking buttons, but I got used to them.	-1	The screen is a little glary, and I hated the clicking buttons, but I got used to them. [SEP] clicking buttons
187	187	LOCATION1	 out towards LOCATION1 places get affordable - these areas are quite 'green and nice', despite what people say	1	 out towards LOCATION1 places get affordable - these areas are quite 'green and nice', despite what people say [SEP] LOCATION1
1202	1202	LOCATION1	Do n't worry , LOCATION1 is not that bad	1	Do n't worry , LOCATION1 is not that bad [SEP] LOCATION1
684	684	LOCATION1	LOCATION1 is great	1	LOCATION1 is great [SEP] LOCATION1
3849	1793	food	We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.	0	We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon. [SEP] food
4911	2855	bar	night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.	0	night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience. [SEP] bar
431	431	LOCATION2	I used to live in LOCATION1 and LOCATION2, I had no problems	1	I used to live in LOCATION1 and LOCATION2, I had no problems [SEP] LOCATION2
2885	829	keyboard	Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.	0	Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag. [SEP] keyboard
3131	1075	graphics	Simple to use, and great graphics.	1	Simple to use, and great graphics. [SEP] graphics
1810	1810	LOCATION1	LOCATION1 is looking a bit tatty these days as is LOCATION2	-1	LOCATION1 is looking a bit tatty these days as is LOCATION2 [SEP] LOCATION1
242	242	LOCATION2	Anywhere BUT LOCATION1 or LOCATION2 	-1	Anywhere BUT LOCATION1 or LOCATION2  [SEP] LOCATION2
2258	202	Vista	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).	-1	I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system). [SEP] Vista
1865	1865	LOCATION1	LOCATION1 might be good for you as it has no tube or rail  so the prices are lower	1	LOCATION1 might be good for you as it has no tube or rail  so the prices are lower [SEP] LOCATION1
3965	1909	pork	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.	1	Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables. [SEP] pork
2464	408	use	Keyboard good sized and wasy to use.	1	Keyboard good sized and wasy to use. [SEP] use
2604	548	OpenOffice	I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.	0	I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price. [SEP] OpenOffice
1217	1217	LOCATION1	I don't know LOCATION2 but LOCATION1 is one of the nicest areas of London	1	I don't know LOCATION2 but LOCATION1 is one of the nicest areas of London [SEP] LOCATION1
4027	1971	dough	The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.	1	The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY. [SEP] dough
2147	91	weighed	It weighed like seven pounds or something like that.	0	It weighed like seven pounds or something like that. [SEP] weighed
5692	3636	service	Food and service was okay.	0	Food and service was okay. [SEP] service
5176	3120	chicken	We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	-1	We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone. [SEP] chicken
2430	374	Vista	When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.	0	When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista. [SEP] Vista
1748	1748	LOCATION1	LOCATION1 ai n't bad , actually	1	LOCATION1 ai n't bad , actually [SEP] LOCATION1
2950	894	screen	In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.	-1	In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display. [SEP] screen
