	Unnamed: 0	target	text	sentiment	target_text
5412	3356	dinner	A Thai restaurant out of rice during dinner?	0	A Thai restaurant out of rice during dinner? [SEP] dinner
4896	2840	chicken	I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.	-1	I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry. [SEP] chicken
2565	509	Office Mac applications	Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.	-1	Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel. [SEP] Office Mac applications
2268	212	spotlight search	A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.	1	A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document. [SEP] spotlight search
2925	869	Sony Sonic Stage software	That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.	0	That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port. [SEP] Sony Sonic Stage software
2797	741	functionality	While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.	1	While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs. [SEP] functionality
5241	3185	staff	The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.	1	The staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions. [SEP] staff
2307	251	price	Great Laptop for the price, works well with action pack games.	1	Great Laptop for the price, works well with action pack games. [SEP] price
5668	3612	RICE	They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.	-1	They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL. [SEP] RICE
2332	276	features	The price premium is a little much, but when you start looking at the features it is worth the added cash.	1	The price premium is a little much, but when you start looking at the features it is worth the added cash. [SEP] features
4471	2415	meal	I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!	0	I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal! [SEP] meal
5949	3893	peanut sauce	Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.	1	Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu. [SEP] peanut sauce
300	300	LOCATION1	Don't hang about LOCATION1 that's not a nice place to be about at	-1	Don't hang about LOCATION1 that's not a nice place to be about at [SEP] LOCATION1
5815	3759	dining	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.	1	I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience. [SEP] dining
4047	1991	tramezzinis	The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.	1	The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating. [SEP] tramezzinis
1517	1517	LOCATION1	 LOCATION1  - LOCATION2   on the rise, so hurry up	1	 LOCATION1  - LOCATION2   on the rise, so hurry up [SEP] LOCATION1
138	138	LOCATION1	 LOCATION1, SE4 It is a beautiful late-Victorian / Edwardian suburb of South-East London	1	 LOCATION1, SE4 It is a beautiful late-Victorian / Edwardian suburb of South-East London [SEP] LOCATION1
5519	3463	brioche and lollies	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.	1	The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal. [SEP] brioche and lollies
2846	790	drive	Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.	-1	Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive. [SEP] drive
5283	3227	portions	The service is excellent, the decor is great, and the food is delicious and comes in large portions.	1	The service is excellent, the decor is great, and the food is delicious and comes in large portions. [SEP] portions
5104	3048	prices	The prices are about $9 for an entree for dinner and even less for lunch.	1	The prices are about $9 for an entree for dinner and even less for lunch. [SEP] prices
534	534	LOCATION1	LOCATION1 ( n1 n2 ) is a nice area with easy links to get into Central London , its not too expensive either	1	LOCATION1 ( n1 n2 ) is a nice area with easy links to get into Central London , its not too expensive either [SEP] LOCATION1
4598	2542	main course	My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.	-1	My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me. [SEP] main course
508	508	LOCATION1	If you want posh and near LOCATION2, than go for LOCATION1	1	If you want posh and near LOCATION2, than go for LOCATION1 [SEP] LOCATION1
5041	2985	service	The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.	-1	The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served. [SEP] service
614	614	LOCATION1	LOCATION1 is a good area and so are many parts of LOCATION2 too	1	LOCATION1 is a good area and so are many parts of LOCATION2 too [SEP] LOCATION1
1245	1245	LOCATION2	I would recommend you carefully consider LOCATION2 and LOCATION1 when you make your choice, as these are known to be peaceful and well maintained boroughs	1	I would recommend you carefully consider LOCATION2 and LOCATION1 when you make your choice, as these are known to be peaceful and well maintained boroughs [SEP] LOCATION2
1081	1081	LOCATION1	Yeah LOCATION2 and LOCATION1 one of the best and nicest areas not just in West, but in whole London	1	Yeah LOCATION2 and LOCATION1 one of the best and nicest areas not just in West, but in whole London [SEP] LOCATION1
3983	1927	water	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	0	Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat. [SEP] water
5152	3096	coat check girls	The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).	-1	The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls). [SEP] coat check girls
4813	2757	vegetarian entree	The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.	1	The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables. [SEP] vegetarian entree
786	786	LOCATION1	LOCATION1 sounds promising, only 40 mins to LOCATION2 station, and house prices are reasonable	1	LOCATION1 sounds promising, only 40 mins to LOCATION2 station, and house prices are reasonable [SEP] LOCATION1
4690	2634	service	While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.	-1	While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse. [SEP] service
56	56	LOCATION1	 , LOCATION2 and LOCATION1 might be good for you	1	 , LOCATION2 and LOCATION1 might be good for you [SEP] LOCATION1
222	222	LOCATION1	Also avoid LOCATION1 and LOCATION2	-1	Also avoid LOCATION1 and LOCATION2 [SEP] LOCATION1
